measured_request_count,event_count,dominant_bottleneck,dominant_count,tokenization_p95_ms,queueing_p95_ms,prefill_p95_ms,decode_p95_ms,streaming_p95_ms,cleanup_p95_ms,missing_event_rate_p95,evidence_label,parent_commit,result_dir,claim_boundary
12,117,decode,12,0.08629497606307267,0.1876026624813676,85.50123434979469,98.74968051444739,0.0,0.013247621245682238,0.0,derived-artifact,6fad382bbd3341db78881b42bfa405d4fb49ee13,npu6_trace_diagnosis,"Derived diagnosis from client-observed lifecycle proxy events. This identifies dominant client-visible spans, not internal vLLM scheduler, KV, prefill, or decode root cause."
