measured_request_count,event_count,dominant_bottleneck,dominant_count,tokenization_p95_ms,queueing_p95_ms,prefill_p95_ms,decode_p95_ms,streaming_p95_ms,cleanup_p95_ms,missing_event_rate_p95,evidence_label,parent_commit,result_dir,claim_boundary
4,45,streaming,4,0.09909272193908691,0.20633002277463675,80.86471350397915,0.0,5127.0888038678095,0.019434327259659767,0.0,derived-artifact,1a0f81407b824cd195ff40eeb8f2380d1b8c7461,npu6_slow_stream_trace_diagnosis,"Derived diagnosis from client-observed lifecycle proxy events. This identifies dominant client-visible spans, not internal vLLM scheduler, KV, prefill, or decode root cause."
