request_count,success_count,error_count,warmup_request_count,event_count,stage_count,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,evidence_label,parent_commit,workload_commit,result_dir,stages,trace_boundary
12,12,0,1,117,9,83.42949068173766,85.76324677560478,86.6457959683612,181.62625655531883,183.36257545743138,184.39115290064365,existing-server-probe,7d4c65e516ea560cafe5d669e254d81f02680afd,76e24c85bcab76ecfabb831c9444002b6efffd58,npu6_existing_server_trace_probe_repeated_smoke,"cleanup_done,decode_done,first_token,prefill_done,queued,received,scheduled,stream_done,tokenized","Client-observed lifecycle proxy trace. It records request preparation, HTTP send, first streamed chunk, stream completion, and cleanup from the probe process; it is not yet an internal vLLM scheduler/KV trace."
